klambda,CT,CTT,CGGH,CGGHH,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
1.022961398,-0.012220592,0.710521275,-0.034639723,-0.660492863,2.1e-05,9.25e-05,9.25e-05,6.31e-05,4.63e-05,2.52e-05,4.2e-05,0.000218649,0.000454117,0.000719018,0.001000738,0.001358145,0.001480084,0.001736576,0.001913176,0.002077163,0.002215921,0.002182283,0.002211716,0.002375703,0.002371498,0.002363088,0.002257969,0.002266378,0.001997272,0.002140235,0.00223274,0.001997272,0.002140235,0.002043525,0.002148644,0.002014091,0.001787033,0.001770214,0.001875333,0.001648275,0.001589408,0.001475879,0.001467469,0.001534746,0.00125723,0.001412807,0.001366555,0.001282459,0.001202568,0.001295073,0.001194158,0.001152111,0.001059605,0.001013353,0.001080629,0.000933462,0.000937667,0.00077368,0.000899824,0.0008788,0.000786294,0.000866185,0.000819933,0.000786294,0.000740042,0.000697994,0.000655946,0.000534008,0.00058867,0.000592874,0.000559236,0.000538212,0.000550827,0.000454117,0.000496164,0.000454117,0.00038684,0.000416274,0.000479345,0.000441502,0.000403659,0.000365816,0.000332178,0.000416274
2.286254829,1.515036034,-0.997071641,-3.296497761,1.914692129,0.005378888,0.027320109,0.026430078,0.022521676,0.018497184,0.01752976,0.016871909,0.020238552,0.023295617,0.022831254,0.021825129,0.020083763,0.01907764,0.019232428,0.017607152,0.017181486,0.016175363,0.015053148,0.014820966,0.015710998,0.01451139,0.015981877,0.014008328,0.01516924,0.014820966,0.015285331,0.013698752,0.012770023,0.014047025,0.013505267,0.01242175,0.012731326,0.012537841,0.011686506,0.010873868,0.011454323,0.010370807,0.009829048,0.010061231,0.009480774,0.010873868,0.009712957,0.009442078,0.007778105,0.00901641,0.007662014,0.007081558,0.00731374,0.007468529,0.008242469,0.00692677,0.007004164,0.00626892,0.005688465,0.005765859,0.005533677,0.006036738,0.005649768,0.00549498,0.005301494,0.004372765,0.004721039,0.004914524,0.004024492,0.004798433,0.004527553,0.004682342,0.004101886,0.003444036,0.003521431,0.003250551,0.003714916,0.002979672,0.003521431,0.002786187,0.003405339,0.002786187,0.003211854,0.002554005,0.002940975
5.389154993,-0.053777154,-0.120965774,1.101404988,6.409391667,0.098104782,0.572521925,0.698447466,0.705036581,0.731393099,0.692590475,0.666966081,0.631824076,0.603271186,0.5944857,0.53152293,0.518344641,0.478077769,0.432686001,0.419507742,0.408525884,0.37924087,0.391687006,0.333116978,0.338241845,0.347759485,0.295046449,0.257708073,0.265029341,0.273814827,0.239404947,0.221833944,0.196941689,0.217441186,0.194013178,0.178638548,0.192548931,0.166192427,0.157406926,0.163263917,0.139103785,0.15521054,0.125193417,0.144228667,0.120068535,0.116407908,0.122997038,0.119336411,0.102497533,0.096640527,0.102497533,0.097372651,0.074676774,0.097372651,0.083462276,0.081265897,0.072480395,0.086390778,0.065159142,0.069551893,0.081265897,0.057105768,0.053445142,0.062230643,0.070284024,0.048320264,0.05198089,0.048320264,0.055641517,0.040266886,0.060766391,0.039534763,0.031481385,0.040999014,0.034409884,0.032213509,0.040266886,0.042463262,0.027088633,0.031481385,0.027088633,0.027088633,0.035874136,0.03074926,0.028552884
2.714170474,0.832592016,-1.737249798,3.329075315,-0.798941176,0.007415612,0.035366766,0.028236371,0.013531907,0.005165576,0.001109173,0.000823957,0.004246547,0.011503706,0.016003778,0.021929931,0.024116585,0.028394822,0.029947665,0.03023288,0.031563889,0.029725831,0.029123709,0.026461693,0.026841981,0.022753887,0.023958132,0.021581333,0.020725686,0.018443959,0.019109461,0.015053059,0.014546009,0.01413403,0.012105828,0.013088238,0.01172554,0.009824102,0.009507195,0.009855792,0.007922662,0.007669137,0.007574066,0.006591655,0.005926152,0.005038813,0.004626835,0.005007123,0.004151475,0.004658526,0.004056403,0.003612734,0.002820468,0.002978921,0.002947231,0.002662015,0.002154964,0.002408489,0.002313417,0.001901439,0.001742986,0.002028202,0.00145777,0.001742986,0.001394389,0.001362698,0.001172554,0.001616223,0.001109173,0.001045791,0.000697194,0.001077482,0.000728885,0.000887338,0.000919029,0.00098241,0.000760576,0.000443669,0.000380288,0.000633813,0.000380288,0.00047536,0.00047536,0.00047536,0.00050705
0.086295724,1.449688249,3.233365334,2.824561182,3.296174864,0.02761141,0.204484493,0.280916095,0.304125667,0.310928494,0.360549003,0.370553136,0.362549812,0.392962396,0.408568829,0.402166188,0.365751147,0.352145523,0.344542384,0.308527499,0.305326164,0.279715598,0.25890699,0.258506835,0.232095912,0.221291438,0.193279862,0.186477065,0.16967012,0.158065319,0.143259197,0.142458871,0.12805292,0.113646962,0.120449774,0.105243489,0.105643652,0.084434889,0.081633732,0.082033902,0.076031417,0.075631253,0.057623811,0.058023978,0.052421663,0.047619678,0.052421663,0.047619678,0.044818521,0.04321786,0.041217033,0.034414221,0.039616372,0.03281356,0.02841174,0.035214551,0.030012403,0.02320959,0.025210418,0.021208765,0.028011575,0.01800744,0.024009923,0.020408433,0.021208765,0.016806945,0.015206284,0.016806945,0.02240926,0.01720711,0.012405126,0.014005788,0.017607275,0.012805291,0.013205457,0.011604795,0.007202976,0.008003308,0.009203804,0.006002481,0.010404299,0.010004134,0.008803638,0.006802811,0.008403473
0.189695985,-1.048925051,-2.814375138,3.722302675,-0.036629992,0.005587589,0.049090963,0.072771698,0.082483463,0.091929153,0.098980159,0.119201906,0.144612134,0.169756293,0.174412608,0.177206412,0.162971362,0.155388206,0.140487969,0.141153157,0.12212874,0.120133169,0.10217306,0.094989017,0.084345989,0.080487892,0.065986767,0.062660821,0.057472348,0.047893625,0.047760587,0.046164133,0.040975656,0.037516672,0.031263892,0.031929083,0.030864779,0.022483395,0.020487828,0.020221753,0.016895806,0.018093146,0.015299352,0.013303785,0.013037709,0.010909103,0.010909103,0.009445687,0.009977838,0.0098448,0.007051005,0.007317082,0.008913536,0.006385816,0.005188476,0.00678493,0.005321514,0.003858097,0.003991135,0.003325946,0.002128605,0.002926833,0.002527719,0.00305987,0.002128605,0.002527719,0.001463416,0.002926833,0.001596454,0.002660757,0.002394681,0.001596454,0.001463416,0.001197341,0.000665189,0.000798227,0.001596454,0.000665189,0.001729492,0.000798227,0.000266076,0.001330378,0.000665189,0.000133038,0.001330378
2.997923514,1.209060866,-0.71976584,1.105405681,-0.563086963,0.001468167,0.005717494,0.003354104,0.001122013,0.00022679,0.000417771,0.002064982,0.005228105,0.008379292,0.010885918,0.01262862,0.013499971,0.014240022,0.012843473,0.013595461,0.012652492,0.011458861,0.011960186,0.011053027,0.009190962,0.009704223,0.008653827,0.007722795,0.007484069,0.006505291,0.005657813,0.005466831,0.005240042,0.004858079,0.004416436,0.003557021,0.003354104,0.002972142,0.002805034,0.002996015,0.002554371,0.002673734,0.0021366,0.002255963,0.001969492,0.001945619,0.001694956,0.001742702,0.00145623,0.001480103,0.001372676,0.000811669,0.001086205,0.001050396,0.001014587,0.000895224,0.000763924,0.000728115,0.000728115,0.000620688,0.000513261,0.000656497,0.000608752,0.00068037,0.000608752,0.000501325,0.000501325,0.000381962,0.000405835,0.000429707,0.000393898,0.000298408,0.000334217,0.000298408,0.000370026,0.000262599,0.00032228,0.000179045,0.000167108,0.00022679,0.000143236,0.000310344,0.000131299,0.000143236,0.000167108
3.009461244,-0.434446214,-3.106944533,0.183772167,-0.297646064,0.013949826,0.080292605,0.093593605,0.114842758,0.120033391,0.136902943,0.14906849,0.17745477,0.200650409,0.19254005,0.206327662,0.193675503,0.185565129,0.16853337,0.165451437,0.154096916,0.139011651,0.124250785,0.112247445,0.107543431,0.093431398,0.079481572,0.077859499,0.069911338,0.057421379,0.061800975,0.045418039,0.047851149,0.039091956,0.037632089,0.036658846,0.033414699,0.033414699,0.026601994,0.021735776,0.022222398,0.02092474,0.017193973,0.015247485,0.018005008,0.014112034,0.014598656,0.009732437,0.012165546,0.011192303,0.010381266,0.010219059,0.011030096,0.007948157,0.008596987,0.005839462,0.006001669,0.005839462,0.006163877,0.002757524,0.003730768,0.004379597,0.003244146,0.003892975,0.00356856,0.003406353,0.002433109,0.003081938,0.002108695,0.003081938,0.001297658,0.002595317,0.002108695,0.001459866,0.001622073,0.000811036,0.001297658,0.001622073,0.001459866,0.000486622,0.001622073,0.001297658,0.001459866,0.000648829,0.000486622
-2.199111886,-3.750489728,-0.634519821,3.14707391,1.832578099,0.025217906,0.157611907,0.220656678,0.271092504,0.27818504,0.345958143,0.391665608,0.548883498,0.606411815,0.61902076,0.583558083,0.557946146,0.490961105,0.434614837,0.411367089,0.358567089,0.2990686,0.270304441,0.270304441,0.207653701,0.199773103,0.152095497,0.146579072,0.137122363,0.119785056,0.091414906,0.085898496,0.085110433,0.078805953,0.081170134,0.063044764,0.05634626,0.057528347,0.05122387,0.042161185,0.042555217,0.03506865,0.027582085,0.032310441,0.026399996,0.023247758,0.029946264,0.025217906,0.016155221,0.014973132,0.016155221,0.015761191,0.013791042,0.02009552,0.019701488,0.013397013,0.010638804,0.006698506,0.011820894,0.008668656,0.013002982,0.010638804,0.006304476,0.010638804,0.008668656,0.005516417,0.010638804,0.005122387,0.006698506,0.007486566,0.008274625,0.002364179,0.006304476,0.006304476,0.003940298,0.005516417,0.005122387,0.004728357,0.003940298,0.005516417,0.003940298,0.004728357,0.004334328,0.005122387,0.003940298
